Timestamp	Strana	Vyplňuje (jméno osoby)	Bezpečnostní kód	1. Jako největší dopravní investici v následujícím volebním období by Praha měla stavět metro D, které by mělo dostat přednost před jinými dopravními stavbami.	Případný komentář k otázce 1	2. V Praze by se měly vyznačit přechody pro chodce tam, kde byly zrušeny při výstavbě metra či magistrály.	Případný komentář k otázce 2	3. Praha by měla do r. 2025 mít bezbariérové všechny povrchové zastávky hromadné dopravy.	Případný komentář k otázce 3	4. Praha by měla iniciovat legální jízdu cyklistů v protisměru jednosměrných klidných ulic.	Případný komentář k otázce 4	5. V Praze by měl od roku 2015 fungovat městský systém veřejného půjčování jízdních kol (bikesharing).	Případný komentář k otázce 5	6. Železniční trať z Masarykova nádraží na Kladno by měla být doplněna odbočkou na letiště.	Případný komentář k otázce 6	7. V metru by se měly zavést turnikety.	Případný komentář k otázce 7	8. Praha by měla obnovit tramvajovou trať na Václavském náměstí, přinejmenším v úseku od Muzea k Vodičkově ulici.	Případný komentář k otázce 8	9. Praha by se měla přestat používat systém Opencard.	Případný komentář k otázce 9	10. Cena předplatného jízdného na městskou veřejnou dopravu by se měla zvýšit.	Případný komentář k otázce 10	11. Jizdné v MHD by se mělo snížit.	Případný komentář k otázce 11	12. Praha by měla zavést autobusovou linku tunelem Blanka.	Případný komentář k otázce 12	13. Praha by měla zvýšit kapacitu svých záchytných parkovišť (P+R) do roku 2018 nejméně na trojnásobek.	Případný komentář k otázce 13	14. Praha by měla mít společného investora pro rekonstrukce ulic včetně investic do veřejné dopravy.	Případný komentář k otázce 14	15. Praha by po zprovoznění tunelu Blanka měla ponechat neomezený průjezd aut přes Malou Stranu a Smetanovo nábřeží.	Případný komentář k otázce 15	16. Praha by měla od 1.1.2016 zřídit nízkoemisní zónu podle aktuálního záměru.	Případný komentář k otázce 16	17. Praha by měla zachovat ve vedlejších ulicích rychlost 50 km/h (s výjimkou vybraných lokalit jako je okolí škol).	Případný komentář k otázce 17	18. V Praze by mělo být možné i nadále instalovat velkoplošné billboardy.	Případný komentář k otázce 18	19. Mělo by se zastavit zvyšování celkového počtu parkovacích míst v historickém centru.	Případný komentář k otázce 19	20. Nekomerční akce konající se na ulici by měly být osvobozeny od místních poplatků.	Případný komentář k otázce 20	21. Rozdělování peněz mezi magistrátem a městskými částmi by mělo být upraveno tak, aby menší městské části nebyly oproti těm větším znevýhodňovány.	Případný komentář k otázce 21	22. Městské organizace by měly zveřejňovat všechny své smlouvy.	Případný komentář k otázce 22	23. Praha by svou IT agendu měla převést z větší části na open source systémy.	Případný komentář k otázce 23	24. Praha by měla vyčlenit prostředky na urychlenou výstavbu školek či adaptaci jiných objektů na školky tak, aby bylo možné umístit ve školce každé dítě, které dosáhne věku tří let.	Případný komentář k otázce 24	25. O malém procentu prostředků z rozpočtu hlavního města by měli rozhodovat přímo občané.	Případný komentář k otázce 25	26. Praha by se měla ucházet o pořádání velkých mezinárodních sportovních akcí, jako je např. Olympiáda.	Případný komentář k otázce 26	27. Ve městě by měly být instalovány další kamery městské policie.	Případný komentář k otázce 27	28. Poplatek za svoz komunálního odpadu by měl být zrušen.	Případný komentář k otázce 28	29. Město by mělo mít transparentní účty, do kterých lze veřejně nahlížet.	Případný komentář k otázce 29	30. V Praze by měly být zakázány všechny herní automaty v hernách.	Případný komentář k otázce 30	31. Rada Hl.m.Prahy má pokračovat v online interpelacích - odpovídání občanům na veřejném portálu Prahy.	Případný komentář k otázce 31	32. Má Praha vyhodnotit výhodnost smluv umožňujících využívání ekonomického a účetního systému Gordic?	Případný komentář k otázce 32	33. Praha má řešit deficit v rozpočtu prodejem majetku (např. nemovitostí).	Případný komentář k otázce 33	34. Nedostatek míst v mateřských školkách by se měl řešit zvýšením rozpočtu jednotlivým městským částem.	Případný komentář k otázce 34	35. Měl by se nadále snižovat počet městských kulturních institucí (zejména divadel) ve formě příspěvkových organizací?	Případný komentář k otázce 35	36. Praha by měla v zimě zajišťovat přístřeší pro bezdomovce.	Případný komentář k otázce 36	37. Budete prosazovat navýšení kapacit městských domovů důchodců na území Prahy?	Případný komentář k otázce 37	38. Výstavba mrakodrapů musí být regulována s ohledem na panorama Prahy.	Případný komentář k otázce 38	39. Příprava nového územního plánu (Metropolitního plánu) by měla být ukončena.	Případný komentář k otázce 39	40. Celopražské orgány mají respektovat výsledky referend, která se konají v městských částech.	Případný komentář k otázce 40	41. Praha má zastavit výstavbu nových domů a skladišť na zelené louce a zaměřit se na využití tzv. brownfields.	Případný komentář k otázce 41	42. Náklady na veřejné vybavení vyvolané výstavbou (přístupové cesty, kanalizace, MHD) mají nést developeři namísto města.	Případný komentář k otázce 42	43. Změny platného územního plánu mají sloužit pouze k umístění staveb veřejného vybavení, jako jsou domy pro seniory, parky, školy nebo sportovní haly.	Případný komentář k otázce 43	44. Nový územní plán má chránit plochy pro zeleň a veřejné vybavení (sportoviště, knihovny, školky, zdravotnická zařízení, aj.).	Případný komentář k otázce 44	45. Praha by měla zachovávat zahrádkové osady.	Případný komentář k otázce 45	46. Sestavování rozpočtu městských společností má mít jasná a veřejně kontrolovatelná pravidla.	Případný komentář k otázce 46	47. Dopravní podnik by měl zveřejňovat aktuální jízdní rády MHD ve strojově čitelné podobě.	Případný komentář k otázce 47	48. Město by mělo privatizovat většinu bytů ve svém vlastnictví.	Případný komentář k otázce 48	49. Praha by měla finančně podporovat vrcholové sportovní akce jakou jsou mistrovství světa.	Případný komentář k otázce 49	50. Město by mělo držet většinu akcií v Pražské plynárenské.	Případný komentář k otázce 50	51. Město by mělo usilovat o kompletní ovládnutí Pražských služeb	Případný komentář k otázce 51	52. Praha by měla zavést mýtné za vjezd automobilů do centra.	Případný komentář k otázce 52
9/23/2014 23:20:28	Test	Test	123456	Ne		Ne		nevím / nemám jednoznačný názor		Ne		Ne		Ne		Ne		Ne		Ne		Ne		Ne		Ne		Ne		Ne		Ne		Ne		Ne		Ne		Ne		Ne		Ne		Ne		Ne		Ne		Ne		Ne		Ne		Ne		Ne		Ne		Ne		Ne		Ne		Ne		Ne		Ne		Ne		Ne		Ne		Ne		Ne		Ne		Ne		Ne		Ne		Ne		Ne		Ne		Ne		Ne		Ne		Ne	
9/24/2014 0:16:26	Občanská konzervativni  strana 	Janeček 	709982	Ne		Ano		Ano		Ne		Ano		Ano		Ano		Ano		Ne		Ano		Ne		Ano		Ano		Ano		Ano		Ne		Ne		Ano		Ano		Ano		Ne		Ano		Ne		Ano		Ne		Ano		Ne		Ne		Ne		Ne		Ano		Ne		Ne		Ano		Ne		Ne		Ano		Ano		Ano		Ne		Ne		Ano		Ano		Ano		Ne		Ano		Ano		Ne		Ano		Ne		Ne		Ne	
9/24/2014 0:53:07	Řešení pro Prahu - STOP nízkoemisní zóně, zrušit modré zóny, MHD zdarma - www.reseniproprahu.cz	Bc. Robert Vašíček	311000	Ano	Ano ve smyslu dostavby okruhu a až poté lze řešit metro. Emise ve městě sníží okruh, nikoli město.	Ne	Podchody a nadchody jsou vždy lepší řešení. Při střetu chodce a jedoucího vozidla je vždy chodec fatálně ohrožen neporovnatelnou hmotou. Přechody jsou vražda. Kde je možný nadchod, udělat ho a kde je možná rampa pro vozíčkáře, udělat i ji.	Ne	Nesouhlasíme s touto investicí. Nechat vozidla jezdit, odkud fungují. Bezbariérovost za cenu rozkrádání veřejných rozpočtů nebrat. 	Ne	Cykloobousměrky jsou nebezpečné pro možnost fatálního střetu řidiče a cyklisty. Chraňme obě strany do tohoto hloupého nápadu. Nechť i cyklisté dodržují směr. 	Ne	Neefektivní, kdyby to bylo tak populární, dávno by vznikly soukromé půjčovny. Opět příklad rozkrádání veřejných rozpočtů.	Ano	To je skvělý nápad. Lepší než stavět drahé metro. Vlak na letiště se nám líbí.	Ne	Máme koncept MHD zdarma - www.mhdzdarma.cz za náš tedy turnikety nezavádět, chceme volnou a rychlou a bezplatnou dopravu.	Ne	Moc drahé. 	Ano	Ano, zavést MHD zdarma - www.mhdzdarma.cz	Ne	Zrušit jízdné.	Ano	Zrušit jízdné	Ne		Ano	Co nejvíce aut na okraji a ekonomický stimul = MHD zdarma	nevím / nemám jednoznačný názor	Nechť posoudí odborníci. 	Ano	Zóny nechceme. 	Ne	STOP nízkoemisní zóně	Ano	Zóny 30 rozptylují.	nevím / nemám jednoznačný názor		Ne		Ano	Volné umění = moderní Praha	Ano		Ano		Ano		Ano		Ne	Měli by si hlavně volit inteligentní zastupitele. To úplně stačí.	Ne	Je to drahé.	nevím / nemám jednoznačný názor	Je to sporné. Bezpečnost zvyšují, zneužít se taky dají.	Ano	Máme svoz odpadu zdarma v našem programu	Ano		Ne	Hlavně by se měl zavést soudní zákaz hraní. 	Ano		nevím / nemám jednoznačný názor		Ne		Ano		Ano		Ano	Minimálně stan pro bezdomovce v krutých mrazech nikoho neurazí a stojí pakatel, když zachrání alespoň jeden lidský život. 	Ano		Ano		Ano	Mělo by seto znovu otevřít.	Ano		Ano		nevím / nemám jednoznačný názor		nevím / nemám jednoznačný názor		Ano	Zeleň je naše priorita	Ano		Ano		Ano		Ano		Ne	Je to drahé, přenechme to Kuvajtu. 	Ano		Ano		Ne	Mýtné nikdy
9/24/2014 1:13:11	Demokraté Jana Kasla	Jan Kasl	670445	Ano	Domnívám se, že na Metro D musíme získat dotaci z EU fondu - OP doprava a já bych je doplnil úvěrem EIB. Právě proto, abychom mohli realizovat také Radlickou radiálu, která ulehčí Praze 5  - Smíchovu a centru ve směru východ-západ. 	Ano		Ano	Pokud ovšem dokážeme mobilizovat finance - i za cenu úvěru EIB.	Ano	Bezpečnost cyklistů je ovšem zásadní. Jsme pro snížení rychlosti na 30 km/hod v obytných okrscích.	Ano	Bikesharing ovšem nesmí být vázán na prodloužení smlouvy s JCD.	Ano	Máme ovšem levnější a ekologičtější řešení - MONORAIL většinou "nad" tratí. 	Ano	Smart brány jsou významným přínosem pro snížení ztráty jízdného odhadované až na 650 mil, ročně v metru a také zvýší sociální bezpečnost v metru - zlepší kontrolu a bezpečí prostoru metra. 	Ano	Úrovňové křížení magistrály není problém. 	Ano	Ale současně musí vypsat výběrové řízení na systém e-ticketingu, chytré elektronické jízdenky, buď ve vašem telefonu, na bankovní kartě, jin ésmart kartě nebo jednorázové chipové kartě.  	Ne	Výše jízdného se bude odvíjet od optimaliovaných nákladů DPP - po nalezení všech úspor a optimalizaci systému Integrované dopravy v Praze a Pražské metropolitní oblasti - bude jízdné růst o inflaci, respektive růst zdrojů - energií atd.  zadarmo to prostě nejde. město by nemělo zvyšovat podíl dotace vs. vybrané jízdné z dnešní úrovně 75:25%. 	Ne	viz předchozí odpověď	Ano		Ano	v rámci ITI - Integrovaných územních investic - by se měla PaR parkoviště stavět i vně hranic města - u nádraží, terminálů atd.	nevím / nemám jednoznačný názor	Tato otázka je velmi komplexní a nelze na ni odpovědět v jedné větě ANO - NE. problém vyžaduje SMART řešení, a to po zvážení všech variant možného řešení. 	Ne	Ideál je omezit průjezd na veřejnou dopravu, taxi, zásobování a místní, ale nebude to možné okamžitě. Jsme pro postupné kroky, které přirozeně vyplynou jeden z druhého, aniž by došlo k revolučním zásahům. Víkendová uzavírání by mohla být tím prvým krokem. 	Ano	a to rovnou na normu EURO 4. 	Ne	Jsme pro zóny s 30 km/hod. 	Ano	V PSP je chybné vymezení - tato pravidla nezabraňují umístění BB v PPR či ve městě - traduje se nepřesný výklad pojmu "v zastavěném území" - ale jde o zastavitelné versus nezastavitelné území. POZOR na tuto chybnou interpretaci,  jsme naopak pro daleko přesnější vymezení ú\zmí města, kde by nesměly být umístěny BB nad 6 či 8 m2.  	Ano	Ulice patří lidem, auta patří do garáží a pod zem. Na povrchu se musí snižovat počet stání tak, aby nedošlo k umrtvení života, bydlení atd. - ale odstavování vozidel nepatří na ulici. 	Ano	jasný názor, který je nepochopitelně nerespektován. 	Ano		Ano		Ano	v míře maximální, neohrožující fungování systémů. 	nevím / nemám jednoznačný názor	Nejde jen o školky, ale spíš o budování VÍCEGENERAČNÍCH domů a podporu alternativních forem - skupiny dětí apod. 	Ano		Ne	Praze sluší mnoho menších akcí, ne jedna mega akce za 20 let, ale nejsme proti zvyšování prestiže města prostřednictvím sportovních a společenských událostí - summitů, mistrovství apod. 	Ano	důležitý je ovšem dohled nad systémy, aby nedošlo k jejich zneužití	Ne	Pouze by se tak přesunul do nepříné daně . nic není zadarmo, je třeba optimalizace a úspor v současném systému, ale latba za odvoz TKO musí být motivační pro separaci	Ano		Ano	hazard pouze ve vyčleněných zonách a v licencovaných kasinech	Ano		Ano		Ne		nevím / nemám jednoznačný názor	Není to jen věc stavby dalších MŠ v MČ, ale řešení leží spíše v komplexním přístupu za celé město a v podpoře všech alternativ  	nevím / nemám jednoznačný názor	je třeba dokončit nějakou formou začatou transformaci příspěvkových organizací, aby byla jasná pravidla a možnost dlouhodobějšího plánování. 	Ano		Ano	nikoli DD ale Vícegeneračních domů a Domů pro seniory všech forem a typů	Ano		Ne	je třeba záměry lépe vysvětlovat a podrobněji a častěji o nich mluvit s veřejností - nevraživost je důsledkem chybného postoje IPR a radnice v této otázce	nevím / nemám jednoznačný názor	o místních věcech lze rozhodnout v místním referendu, o celoměstských v celoměstském 	Ano		Ano	Páteřní komunikace a sítě jsou záležitostí města, dílčí TV pak přísluší lokálnímu rozvoji 	Ne	To není možné, stávající ÚPn má ve své rigidní podstatě zakódován systém změn - po 15 letech nefunguje třeba  tvrdá hranice funkční plochy či jiné limity. územn íplán nemá být tak detailní, aby vyžadoval změny. Důležité jsou detailní plány (regulační ve smyslu prvorepublikové regulace) 1.5000, ty stačí na vymezení podrobné regulace v přestavbovém či rozvojovém území 	Ano	míra podorbnsti je ovšem rozdílná od současného UPn	Ano		Ano		Ano		Ne		Ano		nevím / nemám jednoznačný názor	nejsme v Německu a nemáme profesionální schopnosti fungovat v systému Městských firem jako Němci - spíše to vede ke korupci a uplácení politiků - pokud ano, pak nesmí být politici v DR a představenstvu 	Ne	není to již možné, je nutné najít dohodu s menšími firmami ve svozu a řešit perspektivu revitalizace Technologie Spalovny -  s využtiím tepla pro zapojení do systému Pražské teplárenské. 	Ano	pokud takovým mýtným nebude dobře nastavená centrální parkovací zóna - ta by pak stačila na redukci cílové dopravy. transit přes Centrum nesmí mít ovšem zelenou.  
9/24/2014 8:43:55	PATRIOTI- VOLBA PRO PRAHU	Jiří Vítek	526242	Ne		Ne		Ano		Ne		Ano		Ano		Ano		Ne		Ano		Ne		Ano		Ano		Ano		Ano		Ano		Ne		Ano		Ne		Ano		Ne		Ano		Ano		Ano		Ano		Ano		Ne		Ano		Ano		Ano		Ne		Ano		Ano		Ne		Ne		Ne		Ano		Ano		Ano		Ano		Ano		Ano		Ano		Ano		Ano		Ano		Ano		Ano		Ano		Ano		Ano		Ano		Ano	
9/24/2014 13:43:17	PRO PRAHU	Volfová	229304	Ne	Metro, které v první fázi povede jen do Písnice k Sapě možná potřebují Vietnamští trhovci, ale pražské dopravě neulehčí.	Ano		Ano		Ne	Bojíme se, že by prostě i v těchto ulicích nebo právě v těchto( vzhledem k menší ostražitosti řidičů v klidné zoně) mohlo docházet ke smrtelným úrazům především dětí. A riskovat byť jen jeden život dítěte opravdu nechceme.	nevím / nemám jednoznačný názor		Ano		Ano	Již to tak bylo a mělo to svůj význam. Zavazadla se dají řešít výtahy.	Ano		nevím / nemám jednoznačný názor	Je možné jej používat dobrovolně, ale nenutit Pražany k jeho povinnému používání.	Ne	Již nyní si Pražané platí velkou čáíst jízdného ještě ve svých daních.	Ano		nevím / nemám jednoznačný názor		Ano		Ne	Společný investor je jen cesta k další korupci. 4ím větší zakázka, tím více se pod ní schová a hlavně tím méně na ni může dosáhnout středně velká česká firma. Je třeba zajišťovat práci pro malé a střední podnikatele ne pro nadnárodní monopoly.	Ano		Ne		Ano		Ne		Ano		Ano	Ale pouze to nějakého limitu a jen jako jednorázová akce. Aby se z toho pak nestala komerční záležitost, a cesta k daňovému úniku.	Ano		Ano		Ano		Ano		Ano	A ne o malém. Jsme pro fererendum k velkým investičním výstavbám 	Ne		nevím / nemám jednoznačný názor		Ano		Ano		Ano		Ano		Ano		Ne		Ne	Ne nekonkrétním zvýšením rozpočtu,ale financováním konkrétních projektů výstavby mateřských škol,ale i jeslí. Jen tak neutečou peníze zase někam na výstavbu golfových hřišť či jiných nesmyslných projektů.	Ano		nevím / nemám jednoznačný názor		Ano		Ano		Ano		Ano		Ano		Ano		Ano		Ano		Ano		Ano		Ano		Ne		Ano	Je to dobrá reklama Prahy a pozvánka pro turisty.	Ano		Ano		Ne	
9/24/2014 15:57:35	Úsvit přímé demokracie	David Červenka	806268	Ano	Stejně důležité, jako stavba trasy D, je pro občany i návštěvníky Prahy minimálně rychlodráha na letiště.	Ano		Ano	Ačkoliv je to úkol náročný a hlavně nákladný, mělo by se řešení situace k tomuto cíli blížit. Handicapovaní mají mít možnost využít prostředky hromadné dopravy, jelikož za ně platí.	Ne		Ano	V mnoha městech (New York, Paříž) to funguje a vhodně to doplňuje dopravu ve městě.	Ano		nevím / nemám jednoznačný názor	V kombinaci s multifunkční kartu (Opencard) by turnikety měly smysl a omezil by se tím problém s černými pasažéry. Na druhou stranu si nedovedu představit, jak maminka s kočárkem, nebo méně pohyblivý spoluobčan či handicapovaný prochází turnikety. Navíc je otázkou finanční dopad a řešení turniketové varianty v autobusech a tramvajích.	Ne		Ne	Měla by se stát skutečně multifunkční kartou Pražana	Ne		nevím / nemám jednoznačný názor		Ano		Ano		Ano		Ano		nevím / nemám jednoznačný názor		Ne		Ano		Ano	Ideálním řešením jsou podzemní parkování, nebo parkovací domy, kde by každý rezident měl své místo, případně i ostatní, za nějakou cenu. Parkování v ulicích by se tím omezilo a bylo by určeno například pro služby, které to mají nyní velmi ztížené. Například člověk, který potřebuje instalatéra v Dlouhé ulici bude mít velký problém někoho sehnat, jelikož by za jedno zaparkování platil šílené ceny.	Ano		Ano		Ano		nevím / nemám jednoznačný názor	Záleží na celkové ekonomické výhodnosti	Ano		Ano		Ne		Ano	A kompetence městské policie by se měly zvýšit.	Ano		Ano		Ano		Ano		Ano	Jedná se o komplikovaný a náročný program. Otázkou je proč byl zaveden, jako univerzální program...?	Ne		Ano		Ano		nevím / nemám jednoznačný názor	Současný systém je nekoncepční a předražený. Výsledkem akce za 30 milionů je to, že bezdomovci dostanou polévku a manažeři dobročinných projektů dostávají statisícové platy....takto ne.Na problematiku bezdomovectví máme kompletní koncepci.	Ano	Ideálně sociální problematiku kombinovat s církvemi, jejichž je to poslání a mají mnohé nemovitosti k tomu vhodné.	Ano		Ne	Budeme prosazovat, aby se v referendu vyjádřili občané, kteří v daném místě bydlí. Zda například chtějí pod okny čtyřproudou dálnici, nebo bytový komplex. Tím se omezí možnost korupce.	Ano		Ano	Je nesmyslem ihned přerušit veškeré stavby a vrhnout se na využití tvz.brownfields. Nicméně se jedná o nevyužité pozemky, a to i s komplikovanými vlastnickými vztahy, nicméně Praha není nafukovací a je nutné využit těchto míst. 	Ne	Neúměrně by to navýšilo, již tak vysoké ceny bydlení. Navíc město je povinno starat se o veřejné komunikace, stejně jako nosiče energií. V rámci územního rozhodnutí o stavbě může příslušná městská část dát do povinností developera nějakou formu spoluúčasti	Ne		Ano		Ano	Například v kombinaci s projektem typu komunitních zahrad.	Ano		Ano		Ano	Privatizovat byty výhradně lidem, kteří v bytech bydlí a na druhou stranu by se hlavní město mělo připravit na zvyšující se míru chodoby a investovat do stavby bytů pro tzv.lidí ohrožené sociální exkluzí (např.důchodci při zvyšujících se životních nákladech) nemají na platby nájemného. Z těchto lidí zásadně nebudeme dělat bezdomovce!!!	Ne		Ano	Stejně, jako by město mělo mít dominantní vliv ve vodárenství. Jedná se o životně důležité komodity, jejichž vlastnictví a možná i distribuci by měl zajistit stát, respektive město. Nechceme přece, aby cena vody byla desetinásobná.	Ano		Ano	pro všechny mimopražské
9/24/2014 21:00:22	Konzervativní aliance 2014	Miroslav Froněk	304 198	Ano	Komunikace hradí SFDI, bohužel metro hradí pouze Praha. Je možné obě investice dělat souběžně	Ano		Ano		Ne		Ano		Ne		Ano		nevím / nemám jednoznačný názor		Ne		Ne		Ne		nevím / nemám jednoznačný názor		Ano		Ano		Ne		Ne		Ano		Ano		nevím / nemám jednoznačný názor		nevím / nemám jednoznačný názor		Ano		Ano		nevím / nemám jednoznačný názor		nevím / nemám jednoznačný názor		Ne		Ano	Nejen Praha, ale celá Česká republika	Ano		Ne		Ano		Ne		Ano		nevím / nemám jednoznačný názor		nevím / nemám jednoznačný názor		Ne		nevím / nemám jednoznačný názor		Ano		Ano		Ano		Ano		Ano		Ano		Ano		Ne		Ano		Ne		Ano		Ano		Ne	Mělo by je převést na městské části 	Ano		nevím / nemám jednoznačný názor		Ne		Ano	
9/25/2014 20:10:53	LEV21 - Národní socialisté	Dunda Roman	772916	Ano	K budoucímu perspektivnímu rozvoji Prahy je výstavba trasy D nezbytná. Nejenom, že se rozšíří možnost levného a rychlého cestování po Praze, ale sníží se i zátěž jiných dopravních prostředků v centru města. S efektivním využitím parkovišť P+R. Současně s výstavbou trasy D by se město mělo připravovat na výstavbu městských okruhů.	Ne	Plánování přechodů pro chodce je potřeba nechat na odbornících. 	Ano		Ne	Je to velmi nebezpečné.	Ano	Půjčování kol by mělo být efektivní a pro město výdělečné. Lze velmi progresivně využít městská kola pro reklamní účely.	Ano	Výstavba tratě by se měla využít k pohodlnému dosahu letiště pro všechny cestující.	Ne	V dnešní době by velmi zpomalovaly přepravu. Efektivněji využít čipové karty, zachovat papírové jízdenky a zvýšit kontrolu.	Ne	Václavské náměstí je turistickou a obchodní zónou. Výstavbou tramvajové tratě by ztratila otevřený prostor. Tyto zkušenosti již máme za sebou.	Ano	Tento systém je již zprofanovaný. Město by mělo přijít s podobným systémem a poučit se z již používaných systémů v zahraničí. Nač vymýšlet již vymyšlené a vyzkoušené. 	Ne	V případě zvýšení jízdného by podpořilo dopravu jinými dopravními prostředky.	Ano	Zvýšil by se počet cestujících.	Ne		Ano	Trojnásobek je málo, rozšíření parkovacích míst v kombinaci zvýhodněného jízdného a zavedením celopražské "modré" zóny jako celku by bylo velmi efektivní.	Ne		Ano		Ne		Ano		Ne		Ano		Ano		Ne		Ano		nevím / nemám jednoznačný názor		Ano		Ano		Ne		Ano		Ano		Ano		Ne	Úpravou zákona s přesně specifikovanou regulací (např. počet VHP na obyvatele), zvýšením kontrol provozoven by mohl být hazard povolen. 	Ano		Ano		Ne	Efektivním pronájmem majetku město získá potřebné finance. 	Ano		Ne	Město, které nepodporuje kulturu je městem negramotů. Na MČ Praha 10, která má přes 100 tis. obyvatel připadají 3 divadla. Tristní stav.	Ano		Ano		Ano	Nenechme si zničit ignoranty Matku měst !!!!	Ano		Ano		Ano		Ano		Ano		Ano		Ano		Ano		nevím / nemám jednoznačný názor		Ano		Ano		Ano		Ano		Ano	
9/25/2014 20:43:32	ODS	Filip Humplík	529045	Ne	Městský okruh je prioritou	Ano		Ano		Ano		Ano	Ale město jen vybuduje infrastrukturu, nebude bikesharing samo provozovat	Ne	Preferujeme tramvajovou trať	Ne		Ano		Ne		Ne		Ne		Ano		Ano		Ano		Ano		Ne		Ano		Ano		Ano		Ne		Ano		Ano		Ano		Ne		Ne		Ne		Ano		Ne		Ano		Ne		Ano		Ne		Ne		Ano		Ne		Ano		Ano		Ano		Ne		Ne		Ano		Ano		Ne		Ano		Ano		Ano		Ano		Ano		Ano		Ne		Ne		Ne	
